"Story","Title","Result","Date","Stability","Duration (s)"
"Test Management Feature","Open Rename Existing Test Names page","SUCCESS","2023-03-20T09:43:59.33Z[Etc/UTC]","0.0","34.02"
"Test Management Feature","User rejects the testName updates","SUCCESS","2023-03-20T09:44:33.394Z[Etc/UTC]","0.0","15.81"
"Test Management Feature","User cancels the testName updates","SUCCESS","2023-03-20T09:44:49.259Z[Etc/UTC]","0.0","15.35"
