"Story","Title","Result","Date","Stability","Duration (s)"
"WorkPlan Feature","Work plan by Test","SUCCESS","2023-03-16T16:24:59.199Z[Etc/UTC]","0.0","13.7"
"WorkPlan Feature","Work plan by Panel","FAILURE","2023-03-16T16:25:12.928Z[Etc/UTC]","0.0","11.3"
"WorkPlan Feature","Work plan by Unit","SUCCESS","2023-03-16T16:25:24.258Z[Etc/UTC]","0.0","8.79"
"WorkPlan Feature","Verification","ERROR","2023-03-16T16:25:33.08Z[Etc/UTC]","0.0","72.2"
