"Story","Title","Result","Date","Stability","Duration (s)"
"Validation","Validation","FAILURE","2023-03-16T21:41:45.158Z[Etc/UTC]","0.0","67.15"
"Validation","Overall Page","FAILURE","2023-03-16T21:42:52.35Z[Etc/UTC]","0.0","13.46"
