"Story","Title","Result","Date","Stability","Duration (s)"
"Test Management Feature","Open Rename Existing Test Names page","ERROR","2023-03-16T21:51:19.752Z[Etc/UTC]","0.0","116.72"
"Test Management Feature","User rejects the testName updates","ERROR","2023-03-16T21:53:16.505Z[Etc/UTC]","0.0","58.25"
"Test Management Feature","User cancels the testName updates","ERROR","2023-03-16T21:54:14.794Z[Etc/UTC]","0.0","58.65"
