"Story","Title","Result","Date","Stability","Duration (s)"
"Validation","Validation","FAILURE","2023-03-16T18:18:32.558Z[Etc/UTC]","0.0","68.94"
"Validation","Overall Page","FAILURE","2023-03-16T18:19:41.525Z[Etc/UTC]","0.0","14.72"
