"Story","Title","Result","Date","Stability","Duration (s)"
"WorkPlan Feature","Work plan by Test","SUCCESS","2023-02-25T23:05:28.488Z[Etc/UTC]","0.0","16.64"
"WorkPlan Feature","Work plan by Unit","SUCCESS","2023-02-25T23:05:57.098Z[Etc/UTC]","0.0","9.8"
