"Story","Title","Result","Date","Stability","Duration (s)"
"Add Batch Orders Feature","Add Batch Orders action","SUCCESS","2023-03-16T22:38:19.874Z[Etc/UTC]","0.0","24.68"
"Add Batch Orders Feature","Batch Order Entry Screen","SUCCESS","2023-03-16T22:38:44.603Z[Etc/UTC]","0.0","13.26"
