"Story","Title","Result","Date","Stability","Duration (s)"
"Test Management Feature","Open Rename Existing Test Names page","ERROR","2023-03-16T16:16:01.917Z[Etc/UTC]","0.0","116.17"
"Test Management Feature","User rejects the testName updates","ERROR","2023-03-16T16:17:58.12Z[Etc/UTC]","0.0","58.55"
"Test Management Feature","User cancels the testName updates","ERROR","2023-03-16T16:18:56.702Z[Etc/UTC]","0.0","57.87"
