"Story","Title","Result","Date","Stability","Duration (s)"
"WorkPlan Feature","Work plan by Panel","FAILURE","2023-03-16T22:00:39.285Z[Etc/UTC]","0.0","12.37"
"WorkPlan Feature","Verification","ERROR","2023-03-16T22:01:01.678Z[Etc/UTC]","0.0","72.62"
