"Story","Title","Result","Date","Stability","Duration (s)"
"WorkPlan Feature","Work plan by Test","SUCCESS","2023-02-24T12:52:47.603Z[Etc/UTC]","0.0","17.9"
"WorkPlan Feature","Work plan by Unit","SUCCESS","2023-02-24T12:53:18.144Z[Etc/UTC]","0.0","10.77"
