"Story","Title","Result","Date","Stability","Duration (s)"
"Validation","Validation","SUCCESS","2023-03-20T09:47:51.615Z[Etc/UTC]","0.0","53.59"
"Validation","Overall Page","FAILURE","2023-03-20T09:48:45.257Z[Etc/UTC]","0.0","13.18"
"Validation","Verification","SUCCESS","2023-03-20T09:48:58.484Z[Etc/UTC]","0.0","13.55"
