"Story","Title","Result","Date","Stability","Duration (s)"
"Validation","Validation","SUCCESS","2023-07-22T08:32:34Z[Etc/UTC]","0.0","88.05"
"Validation","Overall Page","SUCCESS","2023-07-22T08:34:02.088Z[Etc/UTC]","0.0","19.85"
"Validation","Verification","SUCCESS","2023-07-22T08:34:21.977Z[Etc/UTC]","0.0","15.47"
